Feature,Counts,ImportanceScore,Rank
urea,30,0.017,1.0
prostaglandin_e2,30,0.015333,2.0
meanCorHaeCon,30,0.013,3.0
creatinine,30,0.011,4.0
haptoglobin,30,0.010333,5.0
chloride,19,0.01,6.0
glucose,15,0.01,6.0
glutamate_dehydrogenase,26,0.01,6.0
monocytes_abs,24,0.01,6.0
lymphocytes_abs,26,0.01,6.0
lipase,22,0.01,6.0
alanine_aminotransferase,27,0.01,6.0
albumin,15,0.01,6.0
sodium,20,0.01,6.0
neutrophils_abs,25,0.01,6.0
thick_buffy_coat,16,0.01,6.0
phosphate,22,0.01,6.0
cholesterol,17,0.01,6.0
c-reactive_protein,16,0.01,6.0
temperature_celsius,1,0.01,6.0
total_protein,4,0.01,6.0
triglycerides,28,0.01,6.0
ratioNeutrophilslymphocytes,9,0.01,6.0
potassium,4,0.01,6.0
ratioAlbuminGlobulin,13,0.01,6.0
event,27,0.01,6.0
magnesium,5,0.01,6.0
haemoglobin,28,0.01,6.0
globulin,5,0.01,6.0
cortisol,14,0.01,6.0
calcium,3,0.01,6.0
alkaline_phosphatase,28,0.01,6.0
lactate,6,0.01,6.0
haematocrit,10,0.01,6.0
creatine_phosphokinase,10,0.01,6.0
white_blood_cell_count,11,0.01,6.0
bilirubin,0,0.0,7.0
satiation_ration,0,0.0,7.0
aspartate_aminotransferase,0,0.0,7.0
